日期,累积收益率
2013-05-02,"['002236' '600433' '000049' '002241' '002081' '002035' '600535' '000671'
 '600332' '600436']"
2013-05-03,"['002236' '600433' '000049' '002241' '002081' '002035' '000671' '600535'
 '600332' '600490']"
2013-05-06,"['002236' '600433' '000049' '002241' '002081' '002035' '000671' '600535'
 '600228' '600332']"
2013-05-07,"['002236' '600433' '000049' '002241' '002081' '002035' '000671' '600535'
 '600228' '600332']"
2013-05-08,"['002236' '600433' '000049' '002241' '002081' '002035' '000671' '600535'
 '600228' '600332']"
2013-05-09,"['002236' '600433' '000049' '002241' '002081' '002035' '600535' '000671'
 '000581' '600332']"
2013-05-10,"['002236' '600433' '000049' '002241' '002081' '002035' '000581' '000671'
 '600535' '600332']"
2013-05-13,"['002236' '600433' '000049' '002241' '002081' '002035' '000581' '000671'
 '600535' '600332']"
2013-05-14,"['002236' '600433' '000049' '002241' '002081' '002035' '600535' '600332'
 '000671' '600228']"
2013-05-15,"['002236' '600433' '000049' '002241' '002081' '002035' '600535' '600332'
 '000671' '600645']"
2013-05-16,"['002236' '600433' '000049' '002241' '002081' '002035' '000671' '600535'
 '600332' '600645']"
2013-05-17,"['002236' '600433' '000049' '002241' '002081' '000671' '002035' '600535'
 '600332' '600645']"
2013-05-20,"['002236' '600433' '000049' '002241' '002081' '000671' '002035' '000581'
 '600535' '600637']"
2013-05-21,"['002236' '600433' '000049' '002241' '002081' '002035' '000671' '600535'
 '600637' '600406']"
2013-05-22,"['002236' '600433' '000049' '002241' '002081' '002035' '000671' '600535'
 '600637' '600406']"
2013-05-23,"['002236' '600433' '000049' '002241' '002081' '002035' '000671' '600535'
 '600406' '600637']"
2013-05-24,"['002236' '600433' '000049' '002241' '002081' '002035' '000671' '600535'
 '600637' '600406']"
2013-05-27,"['002236' '600433' '000049' '002241' '002081' '002035' '000671' '600535'
 '600637' '000581']"
2013-05-28,"['002236' '600433' '000049' '002241' '002081' '000671' '002035' '600535'
 '000581' '600637']"
2013-05-29,"['002236' '600433' '000049' '002081' '002241' '000671' '002035' '600535'
 '600645' '000581']"
2013-05-30,"['002236' '600433' '000049' '002081' '002241' '002035' '000671' '600535'
 '600645' '600637']"
2013-05-31,"['002236' '600433' '000049' '002241' '002081' '002035' '000671' '600535'
 '600645' '000581']"
2013-06-03,"['002236' '600433' '000049' '002241' '002081' '000671' '002035' '600535'
 '000581' '600645']"
2013-06-04,"['002236' '600433' '000049' '002241' '002081' '000671' '002035' '600535'
 '600645' '000581']"
2013-06-05,"['002236' '600433' '000049' '002241' '002081' '000671' '002035' '600535'
 '600645' '600406']"
2013-06-06,"['002236' '600433' '000049' '002241' '002081' '002035' '000671' '600535'
 '600645' '600406']"
2013-06-07,"['002236' '600433' '000049' '002241' '002081' '002035' '000671' '600535'
 '600228' '600645']"
2013-06-13,"['002236' '000049' '002241' '002081' '002035' '000671' '600535' '600637'
 '600228' '600645']"
2013-06-14,"['002236' '000049' '002241' '002081' '000671' '002035' '600535' '600637'
 '600228' '600645']"
2013-06-17,"['002236' '000049' '002241' '002081' '000671' '002035' '600535' '600637'
 '600436' '600645']"
2013-06-18,"['002236' '000049' '002241' '002081' '000671' '002035' '600535' '600637'
 '600436' '600645']"
2013-06-19,"['002236' '000049' '002241' '002081' '000671' '002035' '600535' '600637'
 '600436' '600645']"
2013-06-20,"['002236' '000049' '002241' '002081' '000671' '002035' '600535' '600637'
 '600436' '600645']"
2013-06-21,"['002236' '000049' '002241' '002081' '000671' '600535' '600637' '002035'
 '002051' '600645']"
2013-06-24,"['002236' '000049' '002241' '002081' '000671' '600637' '600535' '002035'
 '002051' '600201']"
2013-06-25,"['002236' '000049' '002241' '002081' '600637' '000671' '600535' '002035'
 '002051' '600406']"
2013-06-26,"['002236' '000049' '002241' '002081' '600637' '000671' '600535' '002035'
 '600406' '002051']"
2013-06-27,"['002236' '000049' '002241' '002081' '600637' '000671' '600535' '002035'
 '002051' '600332']"
2013-06-28,"['002236' '000049' '002241' '002081' '000671' '600637' '002035' '600535'
 '600406' '600332']"
2013-07-01,"['002236' '000049' '002241' '002081' '000671' '600637' '600535' '002035'
 '600436' '600633']"
2013-07-02,"['002236' '000049' '002241' '002081' '000671' '600637' '600535' '600436'
 '002035' '600633']"
2013-07-03,"['002236' '000049' '002241' '002081' '000671' '600637' '600535' '600436'
 '600633' '002035']"
2013-07-04,"['002236' '000049' '002241' '002081' '000671' '600535' '600637' '600633'
 '600436' '002035']"
2013-07-05,"['002236' '000049' '002241' '002081' '000671' '600535' '600637' '600633'
 '600436' '002035']"
2013-07-08,"['002236' '000049' '002241' '002081' '000671' '600535' '600637' '600436'
 '600633' '600228']"
2013-07-09,"['002236' '000049' '002241' '002081' '000671' '600535' '600637' '600633'
 '600436' '002035']"
2013-07-10,"['002236' '000049' '002241' '002081' '000671' '600535' '600637' '600633'
 '600436' '002035']"
2013-07-11,"['002236' '000049' '002241' '002081' '000671' '600535' '600637' '600633'
 '600436' '002035']"
2013-07-12,"['002236' '000049' '002241' '002081' '000671' '600535' '600637' '600436'
 '600633' '002035']"
2013-07-15,"['002236' '000049' '002241' '002081' '000671' '600637' '600535' '600633'
 '600436' '002035']"
2013-07-16,"['002236' '000049' '002241' '002081' '000671' '600535' '600637' '600436'
 '002035' '600633']"
2013-07-17,"['002236' '000049' '002241' '002081' '000671' '600535' '600637' '600633'
 '600436' '002035']"
2013-07-18,"['002236' '000049' '002241' '002081' '000671' '600637' '600535' '600633'
 '600436' '002035']"
2013-07-19,"['002236' '000049' '002241' '002081' '600633' '000671' '600535' '600637'
 '600436' '002035']"
2013-07-22,"['002236' '000049' '002241' '002081' '600633' '000671' '600535' '600436'
 '002035' '600406']"
2013-07-23,"['002236' '000049' '002241' '600637' '000671' '600535' '600633' '600436'
 '002035' '600406']"
2013-07-24,"['002236' '000049' '002241' '600637' '600535' '600633' '000671' '600436'
 '002035' '600332']"
2013-07-25,"['002236' '000049' '002241' '600637' '600535' '000671' '600633' '600436'
 '002035' '002020']"
2013-07-26,"['002236' '000049' '002241' '600637' '600535' '000671' '600633' '600436'
 '002035' '600332']"
2013-07-29,"['002236' '000049' '002241' '600637' '002081' '600535' '000671' '600633'
 '002035' '600436']"
2013-07-30,"['002236' '000049' '002241' '600637' '002081' '600535' '000671' '002035'
 '600633' '600436']"
2013-07-31,"['002236' '000049' '002241' '600637' '002081' '600535' '000671' '600633'
 '002035' '600436']"
2013-08-01,"['002236' '000049' '002241' '600637' '002081' '600535' '000671' '600633'
 '002035' '600436']"
2013-08-02,"['002236' '000049' '002241' '002081' '600637' '000671' '600535' '600633'
 '002035' '600436']"
2013-08-05,"['002236' '000049' '002241' '002081' '600637' '000671' '600535' '600633'
 '002035' '600436']"
2013-08-06,"['002236' '000049' '002241' '002081' '600637' '000671' '600535' '600633'
 '002035' '600436']"
2013-08-07,"['002236' '000049' '002241' '002081' '600637' '000671' '600535' '600633'
 '002035' '600436']"
2013-08-08,"['002236' '000049' '002241' '002081' '600637' '000671' '600535' '002035'
 '600633' '600436']"
2013-08-09,"['002236' '000049' '002241' '002081' '600637' '000671' '002035' '600535'
 '600633' '600436']"
2013-08-12,"['002236' '000049' '002241' '002081' '000671' '002035' '600637' '600535'
 '600633' '600436']"
2013-08-13,"['002236' '000049' '002241' '002081' '000671' '002035' '600637' '600535'
 '600633' '600436']"
2013-08-14,"['002236' '000049' '002241' '002081' '000671' '002035' '600637' '600535'
 '600633' '600436']"
2013-08-15,"['002236' '000049' '002241' '002081' '002035' '000671' '600637' '600633'
 '600535' '600436']"
2013-08-16,"['002236' '000049' '002241' '000671' '002081' '600637' '002035' '600535'
 '600633' '600436']"
2013-08-19,"['002236' '000049' '002241' '002035' '600637' '002081' '000671' '600535'
 '600633' '600436']"
2013-08-20,"['002236' '000049' '002241' '002035' '002081' '600637' '000671' '600535'
 '600633' '600436']"
2013-08-21,"['000049' '002241' '002035' '002081' '600637' '000671' '600633' '600535'
 '600436' '002020']"
2013-08-22,"['000049' '002241' '002035' '600637' '002081' '000671' '600633' '600535'
 '600436' '002020']"
2013-08-23,"['002236' '000049' '002241' '600637' '002035' '002081' '000671' '600633'
 '600535' '600436']"
2013-08-26,"['002236' '000049' '002241' '600637' '002035' '002081' '600633' '000671'
 '600535' '600566']"
2013-08-27,"['002236' '000049' '002241' '002081' '600637' '600633' '002035' '000671'
 '600535' '600566']"
2013-08-28,"['002236' '000049' '002241' '600637' '600633' '002081' '000671' '002035'
 '600535' '002020']"
2013-08-29,"['002236' '000049' '002241' '600633' '600637' '002081' '002035' '000671'
 '600535' '002020']"
2013-08-30,"['002236' '000049' '002241' '002081' '600633' '600637' '002035' '000671'
 '600535' '002020']"
2013-09-02,"['002236' '000049' '002241' '600633' '002081' '600637' '002035' '000671'
 '600535' '002020']"
2013-09-03,"['002236' '000049' '002241' '600633' '002081' '600637' '002035' '000671'
 '600535' '002020']"
2013-09-04,"['002236' '000049' '002241' '600633' '002081' '600637' '002035' '000671'
 '600535' '002020']"
2013-09-05,"['002236' '000049' '002241' '600633' '600637' '002081' '002035' '000671'
 '600535' '002020']"
2013-09-06,"['002236' '000049' '002241' '600633' '600637' '002081' '002035' '000671'
 '600535' '002020']"
2013-09-09,"['002236' '000049' '002241' '600633' '600637' '002081' '000671' '002035'
 '600535' '002020']"
2013-09-10,"['002236' '000049' '002241' '600633' '600637' '002081' '000671' '002035'
 '600535' '002020']"
2013-09-11,"['002236' '000049' '002241' '600633' '600637' '002081' '000671' '002035'
 '600535' '600406']"
2013-09-12,"['002236' '000049' '002241' '600637' '600633' '002081' '002035' '600535'
 '600436' '600406']"
2013-09-13,"['002236' '000049' '002241' '600633' '600637' '002081' '002035' '600535'
 '002020' '000915']"
2013-09-16,"['002236' '000049' '002241' '600633' '600637' '002081' '000671' '002035'
 '600535' '300027']"
2013-09-17,"['002236' '002241' '000049' '600637' '600633' '002081' '000671' '002035'
 '600535' '300027']"
2013-09-18,"['002236' '000049' '002241' '600633' '600637' '002081' '002035' '000671'
 '600535' '300027']"
2013-09-23,"['002236' '000049' '002241' '600637' '600633' '002081' '002035' '000671'
 '600535' '300027']"
2013-09-24,"['002236' '000049' '600637' '002241' '600633' '002035' '002081' '000671'
 '600535' '002020']"
2013-09-25,"['002236' '000049' '002241' '600637' '600633' '002035' '002081' '000671'
 '600535' '300027']"
2013-09-26,"['002236' '002241' '000049' '600637' '600633' '002035' '002081' '000671'
 '600535' '300027']"
2013-09-27,"['002236' '000049' '002241' '600637' '600633' '002035' '002081' '600535'
 '000671' '300027']"
2013-09-30,"['002236' '600637' '002241' '000049' '600633' '002035' '002081' '600535'
 '300027' '000671']"
2013-10-08,"['002236' '000049' '600637' '002241' '600633' '002035' '002081' '000671'
 '600535' '300027']"
2013-10-09,"['002236' '600637' '000049' '002241' '600633' '002035' '002081' '300027'
 '000671' '600535']"
2013-10-10,"['002236' '002241' '000049' '600637' '600633' '002035' '002081' '600566'
 '600535' '000671']"
2013-10-11,"['002236' '000049' '002241' '600637' '600633' '002035' '002081' '600566'
 '000671' '600535']"
2013-10-14,"['002236' '000049' '600637' '002241' '600633' '002035' '002081' '600566'
 '000671' '600535']"
2013-10-15,"['002236' '000049' '600637' '002241' '600633' '002035' '002081' '600535'
 '600566' '000671']"
2013-10-16,"['002236' '000049' '002241' '600637' '600633' '002035' '002081' '600535'
 '000671' '600201']"
2013-10-17,"['002236' '002241' '000049' '600637' '600633' '002035' '002081' '000671'
 '600535' '002129']"
2013-10-18,"['002236' '000049' '002241' '600637' '600633' '002035' '002081' '000671'
 '600535' '600566']"
2013-10-21,"['002236' '000049' '002241' '600637' '600633' '002035' '002081' '000671'
 '600535' '600566']"
2013-10-22,"['002236' '000049' '002241' '600637' '002035' '600633' '002081' '600535'
 '000671' '002020']"
2013-10-23,"['002236' '000049' '002241' '600637' '600633' '002035' '002081' '600535'
 '000671' '002020']"
2013-10-24,"['002236' '000049' '002241' '600637' '002035' '600633' '002081' '600535'
 '000671' '600201']"
2013-10-25,"['002236' '000049' '002241' '600637' '002035' '600633' '002081' '600535'
 '000671' '600201']"
2013-10-28,"['002236' '000049' '002241' '600433' '600637' '002035' '600633' '002081'
 '600535' '000671']"
2013-10-29,"['002236' '000049' '002241' '600433' '600637' '002035' '600633' '002081'
 '600535' '000671']"
2013-10-30,"['002236' '000049' '002241' '600637' '002035' '600433' '600633' '002081'
 '600535' '000671']"
2013-10-31,"['002236' '000049' '002241' '002035' '600637' '600433' '600633' '002081'
 '000671' '600535']"
2013-11-01,"['002236' '000049' '002241' '002035' '600637' '600433' '600633' '002081'
 '000671' '600535']"
2013-11-04,"['002236' '000049' '002241' '002035' '600433' '600637' '600633' '002081'
 '000671' '600535']"
2013-11-05,"['002236' '000049' '002241' '002035' '600637' '600433' '600633' '002081'
 '000671' '600535']"
2013-11-06,"['002236' '000049' '002241' '002035' '600433' '600637' '600633' '002081'
 '000671' '600535']"
2013-11-07,"['002236' '000049' '002241' '600433' '600637' '002035' '600633' '002081'
 '000671' '600535']"
2013-11-08,"['002236' '000049' '002241' '600637' '002035' '600433' '600633' '002081'
 '000671' '600535']"
2013-11-11,"['002236' '000049' '002241' '600637' '002035' '600633' '600433' '002081'
 '600535' '000671']"
2013-11-12,"['002236' '000049' '002241' '600637' '002035' '600633' '600433' '002081'
 '600535' '000671']"
2013-11-13,"['002236' '000049' '002241' '600637' '600633' '002035' '600433' '002081'
 '600535' '000671']"
2013-11-14,"['002236' '000049' '002241' '600637' '600633' '002035' '600433' '002081'
 '600535' '000671']"
2013-11-15,"['002236' '000049' '002241' '600637' '600633' '002035' '600433' '002081'
 '600535' '000671']"
2013-11-18,"['002236' '000049' '002241' '600637' '600633' '002035' '600433' '002081'
 '000671' '600535']"
2013-11-19,"['002236' '000049' '002241' '600637' '002035' '600633' '600433' '002081'
 '000671' '600535']"
2013-11-20,"['002236' '000049' '002241' '600637' '002035' '600633' '600433' '002081'
 '000671' '600535']"
2013-11-21,"['002236' '000049' '002241' '600637' '600633' '002035' '600433' '002081'
 '600535' '600566']"
2013-11-22,"['002236' '000049' '002241' '600637' '600633' '600433' '002035' '002081'
 '600535' '600566']"
2013-11-25,"['002236' '000049' '002241' '600637' '600433' '600633' '002035' '002081'
 '600535' '600201']"
2013-11-26,"['002236' '000049' '002241' '600433' '600637' '002035' '600633' '002081'
 '600535' '002049']"
2013-11-27,"['002236' '000049' '002241' '600637' '600433' '002035' '600633' '002081'
 '600535' '002049']"
2013-11-28,"['002236' '000049' '002241' '600637' '600433' '002035' '600633' '002081'
 '600535' '002049']"
2013-11-29,"['002236' '000049' '002241' '600637' '600433' '002035' '600633' '002081'
 '600535' '002049']"
2013-12-02,"['002236' '000049' '002241' '600637' '600433' '002035' '600633' '002081'
 '600535' '600201']"
2013-12-03,"['002236' '000049' '002241' '002035' '600637' '600433' '002081' '600633'
 '600535' '600201']"
2013-12-04,"['002236' '000049' '002241' '002035' '600637' '600433' '002081' '600633'
 '600535' '600201']"
2013-12-05,"['002236' '000049' '002241' '002035' '600637' '600433' '002081' '600633'
 '600535' '600566']"
2013-12-06,"['002236' '000049' '002241' '002035' '600637' '600433' '002081' '600633'
 '600535' '600566']"
2013-12-09,"['002236' '000049' '002241' '002035' '600637' '600433' '002081' '600633'
 '000581' '600535']"
2013-12-10,"['002236' '000049' '002241' '002035' '600637' '600433' '002081' '600633'
 '000581' '600201']"
2013-12-11,"['002236' '000049' '002241' '600637' '002035' '600433' '002081' '600633'
 '000581' '600535']"
2013-12-12,"['002236' '000049' '002241' '600637' '002035' '600433' '002081' '600633'
 '000581' '600535']"
2013-12-13,"['002236' '000049' '002241' '600637' '002035' '600433' '002081' '600633'
 '000581' '600535']"
2013-12-16,"['002236' '000049' '002241' '600637' '002035' '600433' '002081' '600633'
 '600535' '000581']"
2013-12-17,"['002236' '000049' '002241' '600637' '002035' '600433' '002081' '600633'
 '600535' '000581']"
2013-12-18,"['002236' '000049' '002241' '600637' '002035' '600433' '002081' '600633'
 '000581' '600535']"
2013-12-19,"['002236' '000049' '002241' '600637' '002035' '600433' '002081' '600633'
 '600535' '600566']"
