日期,累积收益率
2018-07-12,"['002035' '002236' '600519' '600566' '600436' '300015' '000963' '002032'
 '600867' '600201']"
2018-07-13,"['002035' '002236' '600519' '600566' '600436' '300015' '002032' '000963'
 '600867' '600201']"
2018-07-16,"['002035' '002236' '600519' '600566' '600436' '300015' '000963' '002032'
 '600867' '600201']"
2018-07-17,"['002035' '002236' '600519' '600566' '600436' '300015' '000963' '002032'
 '600867' '600201']"
2018-07-18,"['002035' '002236' '600519' '600566' '600436' '300015' '000963' '002032'
 '600867' '600201']"
2018-07-19,"['002035' '002236' '600519' '600566' '600436' '300015' '000963' '002032'
 '600201' '600867']"
2018-07-20,"['002035' '002236' '600519' '600566' '600436' '300015' '000963' '002032'
 '600201' '600867']"
2018-07-23,"['002035' '002236' '600519' '600566' '600436' '300015' '002032' '000963'
 '600201' '600867']"
2018-07-24,"['002035' '002236' '600519' '600566' '600436' '300015' '002032' '600201'
 '000963' '600867']"
2018-07-25,"['002035' '002236' '600519' '600566' '300015' '600436' '002032' '000963'
 '600201' '600867']"
2018-07-26,"['002035' '002236' '600519' '600566' '600436' '300015' '002032' '000963'
 '600201' '600867']"
2018-07-27,"['002035' '002236' '600519' '600566' '300015' '600436' '002032' '000963'
 '600201' '600346']"
2018-07-30,"['002035' '002236' '600519' '600566' '300015' '600436' '002032' '000963'
 '600201' '600346']"
2018-07-31,"['002035' '002236' '600519' '600566' '300015' '600436' '002032' '000963'
 '600201' '600346']"
2018-08-01,"['002035' '600519' '002236' '600566' '300015' '600436' '002032' '000963'
 '600201' '600346']"
2018-08-02,"['002035' '600519' '002236' '600566' '300015' '600436' '002032' '000963'
 '600201' '600346']"
2018-08-03,"['002035' '600519' '002236' '600566' '300015' '600436' '002032' '600201'
 '000963' '600346']"
2018-08-06,"['002035' '600519' '002236' '600566' '300015' '600436' '002032' '600201'
 '000963' '600346']"
2018-08-07,"['002035' '600519' '002236' '600566' '300015' '600436' '002032' '600201'
 '000963' '600346']"
2018-08-08,"['002035' '600519' '002236' '600566' '300015' '600436' '002032' '600201'
 '000963' '600346']"
2018-08-09,"['002035' '600519' '002236' '600566' '300015' '600436' '002032' '600201'
 '000963' '600346']"
2018-08-10,"['002035' '600519' '002236' '600566' '300015' '600436' '002032' '000963'
 '600201' '600346']"
2018-08-13,"['002035' '600519' '002236' '600566' '300015' '600436' '002032' '000963'
 '600201' '600346']"
2018-08-14,"['002035' '600519' '002236' '600566' '300015' '600436' '002032' '600201'
 '000963' '600346']"
2018-08-15,"['002035' '600519' '002236' '600566' '300015' '600436' '002032' '600201'
 '000963' '600346']"
2018-08-16,"['002035' '600519' '002236' '600566' '300015' '600436' '002032' '600201'
 '000963' '600346']"
2018-08-17,"['002035' '600519' '002236' '600566' '300015' '600436' '002032' '600201'
 '000963' '600346']"
2018-08-20,"['002035' '600519' '002236' '600566' '300015' '600436' '002032' '600201'
 '000963' '600346']"
2018-08-21,"['002035' '600519' '002236' '600566' '300015' '600436' '002032' '000963'
 '600201' '600346']"
2018-08-22,"['002035' '600519' '002236' '600566' '300015' '600436' '002032' '000963'
 '600201' '600346']"
2018-08-23,"['002035' '600519' '002236' '600566' '300015' '600436' '002032' '000963'
 '600201' '600346']"
2018-08-24,"['002035' '600519' '002236' '600566' '300015' '600436' '000963' '002032'
 '600201' '600346']"
2018-08-27,"['002035' '600519' '002236' '600566' '300015' '600436' '002032' '000963'
 '600201' '600346']"
2018-08-28,"['002035' '600519' '002236' '600566' '300015' '600436' '002032' '000963'
 '600201' '600346']"
2018-08-29,"['002035' '600519' '002236' '300015' '600566' '600436' '002032' '000963'
 '600201' '600346']"
2018-08-30,"['002035' '600519' '002236' '300015' '600566' '600436' '002032' '000963'
 '600201' '600346']"
2018-08-31,"['002035' '600519' '002236' '300015' '600566' '600436' '002032' '000963'
 '600201' '600346']"
2018-09-03,"['002035' '600519' '002236' '300015' '600566' '600436' '002032' '000963'
 '600201' '600346']"
2018-09-04,"['002035' '600519' '002236' '300015' '600566' '600436' '002032' '000963'
 '600201' '600346']"
2018-09-05,"['002035' '600519' '002236' '300015' '600566' '600436' '000963' '002032'
 '600201' '600346']"
2018-09-06,"['002035' '600519' '002236' '300015' '600566' '600436' '002032' '000963'
 '600201' '600346']"
2018-09-07,"['002035' '600519' '002236' '300015' '600566' '600436' '002032' '000963'
 '600201' '600346']"
2018-09-10,"['002035' '600519' '002236' '300015' '600566' '600436' '002032' '000963'
 '600201' '600346']"
2018-09-11,"['002035' '600519' '002236' '300015' '600566' '600436' '002032' '000963'
 '600201' '600346']"
2018-09-12,"['002035' '600519' '002236' '300015' '600566' '600436' '002032' '600201'
 '000963' '600346']"
2018-09-13,"['002035' '600519' '002236' '300015' '600566' '600436' '002032' '600201'
 '000963' '600346']"
2018-09-14,"['002035' '600519' '002236' '300015' '600436' '600566' '002032' '600201'
 '600346' '000963']"
2018-09-17,"['002035' '600519' '002236' '300015' '600436' '600566' '002032' '600201'
 '600346' '000963']"
2018-09-18,"['002035' '600519' '002236' '300015' '600436' '600566' '002032' '600201'
 '600346' '000963']"
2018-09-19,"['002035' '600519' '002236' '300015' '600566' '600436' '002032' '600201'
 '000963' '600346']"
2018-09-20,"['002035' '600519' '002236' '300015' '600566' '600436' '002032' '600201'
 '000963' '600346']"
2018-09-21,"['002035' '600519' '002236' '300015' '600566' '600436' '002032' '600201'
 '600346' '000963']"
2018-09-25,"['002035' '600519' '002236' '300015' '600566' '600436' '002032' '600201'
 '600346' '000963']"
2018-09-26,"['002035' '600519' '002236' '300015' '600566' '600436' '002032' '600201'
 '000963' '600346']"
2018-09-27,"['002035' '600519' '002236' '300015' '600566' '600436' '002032' '600201'
 '000963' '600346']"
2018-09-28,"['002035' '600519' '002236' '300015' '600566' '600436' '002032' '600201'
 '000963' '600346']"
2018-10-08,"['002035' '600519' '300015' '002236' '600566' '600436' '002032' '600201'
 '000963' '600346']"
2018-10-09,"['002035' '600519' '300015' '002236' '600566' '600436' '002032' '600201'
 '000963' '600346']"
2018-10-10,"['002035' '600519' '300015' '002236' '600566' '002032' '600436' '600201'
 '600346' '000963']"
2018-10-11,"['002035' '600519' '300015' '002236' '600566' '002032' '600436' '600201'
 '600346' '000963']"
2018-10-12,"['002035' '600519' '300015' '002236' '600566' '600436' '002032' '600201'
 '600346' '000963']"
2018-10-15,"['600519' '002035' '300015' '002236' '600566' '002032' '600201' '600436'
 '000963' '600346']"
2018-10-16,"['600519' '002035' '300015' '002236' '600566' '600201' '002032' '600436'
 '000963' '600346']"
2018-10-17,"['600519' '002035' '300015' '002236' '600566' '600201' '002032' '600436'
 '000963' '600346']"
2018-10-18,"['600519' '002035' '300015' '002236' '600566' '002032' '600201' '600436'
 '000963' '600346']"
2018-10-19,"['600519' '002035' '300015' '600566' '002236' '002032' '600201' '600436'
 '000963' '600346']"
2018-10-22,"['600519' '002035' '600566' '300015' '002236' '002032' '600201' '600436'
 '000963' '600346']"
2018-10-23,"['002035' '600519' '600566' '300015' '002032' '002236' '600201' '600436'
 '000963' '600346']"
2018-10-24,"['002035' '600519' '600566' '300015' '600201' '002236' '002032' '600436'
 '000963' '600346']"
2018-10-25,"['002035' '600519' '600566' '300015' '600201' '002032' '002236' '600436'
 '000963' '600346']"
2018-10-26,"['002035' '600519' '600566' '300015' '600201' '002236' '002032' '600436'
 '000963' '600346']"
2018-10-29,"['002035' '600519' '600566' '600201' '300015' '002236' '002032' '600436'
 '600346' '300033']"
2018-10-30,"['002035' '600519' '600566' '600201' '300015' '002236' '002032' '600436'
 '300033' '600346']"
2018-10-31,"['002035' '600519' '600566' '600201' '300015' '002236' '002032' '600436'
 '300033' '000963']"
2018-11-01,"['002035' '600519' '600566' '300015' '600201' '002236' '002032' '600436'
 '000963' '600346']"
2018-11-02,"['002035' '600519' '600566' '300015' '002236' '600201' '002032' '600436'
 '000963' '600346']"
2018-11-05,"['002035' '600519' '600566' '002236' '300015' '600201' '002032' '600436'
 '000963' '600346']"
2018-11-06,"['002035' '600519' '600566' '002236' '300015' '600201' '002032' '600436'
 '000963' '600346']"
2018-11-07,"['002035' '600519' '600566' '002236' '300015' '600201' '002032' '600436'
 '000963' '600346']"
2018-11-08,"['002035' '600519' '002236' '600566' '300015' '600201' '002032' '600436'
 '000963' '600346']"
2018-11-09,"['002035' '600519' '600566' '300015' '002236' '600201' '002032' '600436'
 '000963' '600346']"
2018-11-12,"['002035' '600519' '002236' '600566' '300015' '600201' '002032' '600436'
 '600346' '000963']"
2018-11-13,"['002035' '600519' '002236' '600566' '300015' '600201' '002032' '600436'
 '000963' '600346']"
2018-11-14,"['002035' '600519' '600566' '002236' '300015' '600201' '002032' '600436'
 '600346' '300033']"
2018-11-15,"['002035' '600519' '002236' '600566' '300015' '600201' '002032' '600436'
 '300033' '600346']"
2018-11-16,"['002035' '600519' '002236' '600566' '300015' '600201' '002032' '600436'
 '300033' '600346']"
2018-11-19,"['002035' '600519' '002236' '600566' '300015' '600201' '002032' '600436'
 '300033' '600346']"
2018-11-20,"['002035' '600519' '600566' '002236' '300015' '600201' '002032' '600436'
 '300033' '600346']"
2018-11-21,"['002035' '600519' '002236' '600566' '300015' '002032' '600201' '600436'
 '300033' '000963']"
2018-11-22,"['002035' '600519' '002236' '600566' '300015' '002032' '600201' '600436'
 '300033' '000963']"
2018-11-23,"['002035' '600519' '600566' '002236' '300015' '002032' '600201' '600436'
 '300033' '000963']"
2018-11-26,"['002035' '600519' '002236' '300015' '600566' '002032' '600201' '600436'
 '300033' '000963']"
2018-11-27,"['002035' '600519' '300015' '002236' '002032' '600566' '600201' '600436'
 '300033' '000963']"
2018-11-28,"['002035' '600519' '002236' '300015' '600566' '002032' '600201' '600436'
 '300033' '000963']"
2018-11-29,"['002035' '600519' '002236' '300015' '600566' '002032' '600201' '600436'
 '300033' '000963']"
2018-11-30,"['002035' '600519' '002236' '300015' '600566' '002032' '600201' '600436'
 '300033' '000963']"
2018-12-03,"['002035' '600519' '002236' '300015' '600566' '002032' '600201' '600436'
 '300033' '000963']"
2018-12-04,"['002035' '600519' '002236' '300015' '600566' '002032' '600201' '600436'
 '300033' '000963']"
2018-12-05,"['002035' '600519' '300015' '002236' '600566' '002032' '600201' '600436'
 '300033' '000963']"
2018-12-06,"['002035' '600519' '300015' '002032' '600566' '002236' '600201' '600436'
 '300033' '600763']"
2018-12-07,"['002035' '600519' '300015' '002236' '002032' '600201' '600566' '600436'
 '002252' '300033']"
2018-12-10,"['002035' '600519' '300015' '002032' '002236' '600201' '600566' '600436'
 '300033' '002252']"
2018-12-11,"['002035' '600519' '300015' '002032' '002236' '600201' '600566' '600436'
 '300033' '600763']"
2018-12-12,"['002035' '600519' '300015' '002032' '002236' '600201' '600566' '600436'
 '300033' '600346']"
2018-12-13,"['002035' '600519' '300015' '002032' '002236' '600201' '600436' '600566'
 '300033' '600763']"
2018-12-14,"['002035' '600519' '300015' '002032' '002236' '600201' '600436' '600566'
 '300033' '600346']"
2018-12-17,"['002035' '600519' '300015' '002032' '002236' '600201' '600566' '600436'
 '300033' '600346']"
2018-12-18,"['002035' '600519' '300015' '600201' '002032' '002236' '600566' '600436'
 '300033' '600346']"
2018-12-19,"['002035' '600519' '600201' '002032' '002236' '300015' '600566' '600436'
 '300033' '600346']"
2018-12-20,"['002035' '600519' '002032' '600201' '002236' '300015' '600566' '600436'
 '300033' '600346']"
2018-12-21,"['002035' '600519' '600201' '002032' '002236' '300015' '600566' '600436'
 '300033' '600346']"
2018-12-24,"['002035' '600519' '002032' '600201' '300015' '002236' '600566' '600436'
 '300033' '600346']"
2018-12-25,"['002035' '600519' '002032' '600201' '300015' '002236' '600566' '600436'
 '300033' '600346']"
2018-12-26,"['002035' '600519' '002032' '300015' '002236' '600566' '600201' '600436'
 '300033' '600346']"
2018-12-27,"['002035' '600519' '002032' '300015' '600566' '002236' '600201' '600436'
 '300033' '600346']"
2018-12-28,"['002035' '600519' '002032' '300015' '600201' '002236' '600566' '600436'
 '300033' '600346']"
2019-01-02,"['002035' '600519' '002032' '002236' '300015' '600436' '600201' '600566'
 '300033' '600346']"
2019-01-03,"['002035' '600519' '002032' '300015' '002236' '600201' '600436' '600566'
 '300033' '600346']"
2019-01-04,"['002035' '600519' '002032' '300015' '002236' '600201' '600436' '600566'
 '300033' '600346']"
2019-01-07,"['002035' '600519' '002236' '002032' '300015' '600201' '600436' '600566'
 '300033' '600346']"
2019-01-08,"['002035' '600519' '002032' '002236' '300015' '600201' '600436' '600566'
 '300033' '600346']"
2019-01-09,"['002035' '600519' '002032' '002236' '300015' '600436' '600201' '600566'
 '300033' '600346']"
2019-01-10,"['002035' '600519' '002236' '300015' '002032' '600436' '600201' '600566'
 '300033' '600346']"
2019-01-11,"['002035' '600519' '002236' '002032' '300015' '600436' '600201' '600566'
 '300033' '600346']"
2019-01-14,"['002035' '600519' '002032' '002236' '300015' '600436' '600201' '600566'
 '300033' '600346']"
2019-01-15,"['600519' '002035' '002236' '002032' '300015' '600436' '600566' '600201'
 '300033' '600346']"
2019-01-16,"['600519' '002035' '002236' '300015' '002032' '600436' '600566' '600201'
 '300033' '600346']"
2019-01-17,"['600519' '002035' '002236' '300015' '002032' '600436' '600566' '600201'
 '300033' '600346']"
2019-01-18,"['600519' '002035' '002236' '300015' '002032' '600566' '600436' '600201'
 '300033' '600346']"
2019-01-21,"['002035' '600519' '002236' '300015' '600566' '002032' '600436' '600201'
 '300033' '600346']"
2019-01-22,"['002035' '600519' '300015' '002236' '600566' '002032' '600436' '600201'
 '300033' '600346']"
2019-01-23,"['002035' '600519' '300015' '002236' '600566' '002032' '600436' '600201'
 '300033' '600346']"
2019-01-24,"['002035' '600519' '002236' '300015' '002032' '600566' '600436' '600201'
 '300033' '600346']"
2019-01-25,"['002035' '600519' '002236' '002032' '300015' '600566' '600436' '600201'
 '300033' '600346']"
2019-01-28,"['002035' '600519' '002236' '002032' '300015' '600436' '600566' '600201'
 '300033' '600763']"
2019-01-29,"['002035' '600519' '300015' '002032' '002236' '600436' '600566' '600201'
 '300033' '600763']"
2019-01-30,"['002035' '600519' '002032' '300015' '002236' '600436' '600566' '600201'
 '300033' '600763']"
2019-01-31,"['002035' '600519' '002032' '002236' '300015' '600436' '600566' '600201'
 '300033' '600763']"
2019-02-01,"['002035' '600519' '002236' '300015' '002032' '600436' '600566' '600201'
 '300033' '600763']"
2019-02-11,"['002035' '600519' '002236' '300015' '002032' '600436' '600566' '600201'
 '300033' '600763']"
2019-02-12,"['002035' '600519' '002236' '300015' '002032' '600436' '600566' '600201'
 '300033' '600763']"
2019-02-13,"['002035' '600519' '002236' '300015' '002032' '600436' '600566' '300033'
 '600201' '600763']"
2019-02-14,"['002035' '600519' '002236' '300015' '002032' '600436' '600566' '300033'
 '600201' '600763']"
2019-02-15,"['002035' '600519' '002236' '300015' '002032' '600436' '300033' '600566'
 '600201' '600763']"
2019-02-18,"['002035' '600519' '002236' '300015' '600436' '300033' '002032' '600566'
 '600201' '600763']"
2019-02-19,"['002035' '600519' '002236' '300015' '600436' '300033' '002032' '600201'
 '600566' '600763']"
2019-02-20,"['002035' '600519' '002236' '300015' '300033' '600436' '002032' '600201'
 '600566' '600763']"
2019-02-21,"['002035' '600519' '002236' '300033' '300015' '600436' '002032' '600201'
 '600566' '600763']"
2019-02-22,"['002035' '600519' '002236' '300033' '300015' '600436' '002032' '600201'
 '600566' '600763']"
2019-02-25,"['002035' '600519' '300033' '002236' '300015' '002032' '600436' '600201'
 '600566' '600346']"
2019-02-26,"['002035' '600519' '300033' '002236' '300015' '002032' '600436' '600566'
 '600201' '600346']"
2019-02-27,"['002035' '600519' '300033' '002236' '002032' '300015' '600436' '600566'
 '600201' '600346']"
2019-02-28,"['002035' '600519' '300033' '002236' '002032' '300015' '600436' '600566'
 '600201' '600763']"
2019-03-01,"['002035' '600519' '300033' '002236' '002032' '300015' '600436' '600566'
 '600201' '600763']"
2019-03-04,"['002035' '600519' '300033' '002236' '002032' '300015' '600436' '600566'
 '600201' '600763']"
2019-03-05,"['002035' '600519' '300033' '002236' '002032' '300015' '600436' '600566'
 '600201' '600346']"
2019-03-06,"['002035' '300033' '600519' '002236' '002032' '300015' '600436' '600566'
 '600201' '600346']"
2019-03-07,"['002035' '300033' '600519' '002236' '002032' '300015' '600436' '600201'
 '600566' '600346']"
2019-03-08,"['002035' '600519' '300033' '002236' '002032' '300015' '600436' '600566'
 '600201' '300017']"
2019-03-11,"['002035' '600519' '300033' '002236' '002032' '300015' '600436' '600566'
 '600201' '600763']"
2019-03-12,"['002035' '300033' '600519' '002236' '002032' '300015' '600436' '600566'
 '600201' '600763']"
2019-03-13,"['002035' '300033' '600519' '002236' '002032' '300015' '600436' '600566'
 '600201' '600763']"
2019-03-14,"['002035' '600519' '300033' '002236' '002032' '300015' '600436' '600566'
 '600201' '600763']"
2019-03-15,"['002035' '600519' '300033' '002236' '002032' '300015' '600436' '600566'
 '600201' '600763']"
2019-03-18,"['002035' '600519' '300033' '002236' '002032' '300015' '600436' '600566'
 '600201' '600763']"
2019-03-19,"['002035' '600519' '300033' '002236' '002032' '300015' '600436' '600566'
 '600201' '600346']"
2019-03-20,"['002035' '600519' '300033' '002236' '002032' '300015' '600436' '600566'
 '600201' '600346']"
2019-03-21,"['002035' '300033' '600519' '002236' '002032' '300015' '600436' '600566'
 '600201' '600346']"
2019-03-22,"['002035' '300033' '600519' '002236' '002032' '300015' '600436' '600201'
 '600566' '600346']"
2019-03-25,"['002035' '300033' '600519' '002236' '002032' '300015' '600436' '600201'
 '600346' '600566']"
2019-03-26,"['002035' '300033' '600519' '002236' '002032' '300015' '600436' '600201'
 '600346' '600566']"
2019-03-27,"['002035' '300033' '600519' '002236' '002032' '300015' '600436' '600201'
 '600346' '600566']"
2019-03-28,"['002035' '300033' '600519' '002032' '002236' '300015' '600436' '600346'
 '600201' '600566']"
2019-03-29,"['002035' '300033' '600519' '002032' '002236' '300015' '600436' '600201'
 '600346' '600566']"
2019-04-01,"['002035' '300033' '600519' '002032' '002236' '300015' '600436' '600201'
 '600566' '600346']"
2019-04-02,"['002035' '300033' '600519' '002032' '002236' '300015' '600436' '600201'
 '600566' '600346']"
2019-04-03,"['002035' '300033' '600519' '002032' '002236' '300015' '600436' '600566'
 '600201' '600346']"
2019-04-04,"['002035' '300033' '600519' '002032' '002236' '600436' '300015' '600566'
 '600201' '600346']"
2019-04-08,"['300033' '002035' '600519' '002032' '002236' '600436' '300015' '600566'
 '600346' '600201']"
2019-04-09,"['300033' '002035' '600519' '002032' '002236' '600436' '300015' '600566'
 '600346' '600201']"
2019-04-10,"['002035' '300033' '600519' '002032' '002236' '600436' '300015' '600566'
 '600346' '600201']"
2019-04-11,"['002035' '300033' '600519' '002032' '002236' '600436' '300015' '600566'
 '600201' '600346']"
2019-04-12,"['002035' '300033' '600519' '002032' '002236' '600436' '300015' '600566'
 '600201' '600346']"
2019-04-15,"['002035' '300033' '600519' '002032' '002236' '600436' '300015' '600566'
 '600201' '600763']"
2019-04-16,"['002035' '300033' '600519' '002032' '002236' '600436' '300015' '600566'
 '600201' '600763']"
2019-04-17,"['002035' '600519' '300033' '002032' '002236' '600436' '300015' '600566'
 '600201' '600346']"
2019-04-18,"['002035' '600519' '300033' '002032' '002236' '300015' '600436' '600566'
 '600346' '600201']"
2019-04-19,"['002035' '600519' '300033' '002032' '002236' '300015' '600436' '600566'
 '600201' '600346']"
2019-04-22,"['002035' '600519' '300033' '002032' '002236' '300015' '600436' '600566'
 '600346' '600763']"
2019-04-23,"['002035' '600519' '300033' '002032' '002236' '300015' '600436' '600566'
 '600346' '600763']"
2019-04-24,"['002035' '600519' '300033' '002032' '002236' '300015' '600436' '600566'
 '002157' '600346']"
2019-04-25,"['002035' '600519' '300033' '002236' '300015' '002032' '600436' '600566'
 '002157' '600763']"
2019-04-26,"['002035' '600519' '300033' '002236' '002032' '300015' '600436' '600566'
 '600763' '600201']"
2019-04-29,"['002035' '600519' '300033' '002236' '300015' '002032' '600436' '600763'
 '600566' '600201']"
2019-04-30,"['002035' '600519' '300033' '300015' '002236' '002032' '600436' '600763'
 '600566' '600346']"
2019-05-06,"['002035' '600519' '300033' '002032' '300015' '002236' '600436' '600763'
 '600566' '600201']"
2019-05-07,"['002035' '600519' '300033' '300015' '002032' '002236' '600436' '600763'
 '600566' '600201']"
2019-05-08,"['002035' '600519' '300033' '300015' '002032' '002236' '600436' '600763'
 '600566' '600201']"
2019-05-09,"['002035' '600519' '300033' '002032' '300015' '002236' '600436' '600763'
 '600566' '600201']"
2019-05-10,"['002035' '600519' '300033' '002032' '300015' '002236' '600436' '600763'
 '600566' '600201']"
2019-05-13,"['002035' '600519' '300033' '300015' '002032' '600436' '002236' '600763'
 '600566' '600346']"
2019-05-14,"['002035' '600519' '300033' '300015' '002032' '002236' '600436' '600763'
 '600566' '600346']"
2019-05-15,"['002035' '600519' '300033' '300015' '002032' '002236' '600436' '600763'
 '600566' '600346']"
2019-05-16,"['002035' '600519' '300033' '300015' '002032' '600436' '002236' '600763'
 '600566' '600346']"
2019-05-17,"['002035' '600519' '300033' '300015' '002032' '600436' '002236' '600763'
 '600566' '600346']"
2019-05-20,"['002035' '600519' '300033' '300015' '002032' '600436' '002236' '600763'
 '600566' '600346']"
2019-05-21,"['002035' '600519' '300033' '300015' '002032' '600436' '002236' '600763'
 '600566' '600346']"
2019-05-22,"['002035' '600519' '300033' '002032' '300015' '600436' '002236' '600763'
 '600566' '600346']"
2019-05-23,"['002035' '600519' '300033' '002032' '300015' '600436' '600763' '002236'
 '600566' '600346']"
2019-05-24,"['002035' '600519' '300033' '002032' '300015' '600436' '002236' '600763'
 '600566' '600346']"
2019-05-27,"['002035' '600519' '300033' '002032' '300015' '600436' '002236' '600763'
 '600566' '600346']"
2019-05-28,"['002035' '600519' '300033' '002032' '300015' '600436' '002236' '600763'
 '600566' '600346']"
2019-05-29,"['600519' '002035' '300033' '002032' '300015' '600436' '002236' '600763'
 '600566' '600346']"
2019-05-30,"['600519' '002035' '300033' '300015' '002032' '600436' '600763' '002236'
 '600566' '600346']"
2019-05-31,"['600519' '002035' '300033' '300015' '002032' '600436' '600763' '002236'
 '600566' '600346']"
2019-06-03,"['600519' '002035' '300033' '002032' '300015' '600436' '600763' '002236'
 '600566' '600346']"
2019-06-04,"['600519' '002035' '300033' '300015' '002032' '600436' '600763' '002236'
 '600566' '600346']"
2019-06-05,"['600519' '002035' '300033' '002032' '300015' '600436' '002236' '600763'
 '600201' '600346']"
2019-06-06,"['600519' '002035' '300033' '002032' '300015' '600436' '600763' '002236'
 '600346' '600201']"
2019-06-10,"['600519' '002035' '300033' '002032' '300015' '600436' '002236' '600763'
 '600346' '600201']"
2019-06-11,"['600519' '002035' '300033' '002032' '300015' '600436' '002236' '600763'
 '600346' '600201']"
2019-06-12,"['600519' '002035' '300033' '002032' '300015' '600436' '002236' '600763'
 '600201' '600346']"
2019-06-13,"['600519' '002035' '300033' '002032' '300015' '600436' '002236' '600763'
 '600201' '600346']"
2019-06-14,"['600519' '002035' '300033' '002032' '300015' '600436' '002236' '600763'
 '600201' '600346']"
2019-06-17,"['600519' '002035' '300033' '002032' '300015' '600436' '002236' '600763'
 '600346' '601888']"
2019-06-18,"['600519' '002035' '300033' '002032' '300015' '600436' '600763' '002236'
 '600201' '600346']"
2019-06-19,"['600519' '002035' '300033' '002032' '300015' '600436' '002236' '600763'
 '600346' '601888']"
2019-06-20,"['600519' '002035' '300033' '002032' '300015' '600436' '002236' '600763'
 '601888' '600346']"
2019-06-21,"['600519' '300033' '002035' '002032' '300015' '600436' '002236' '600763'
 '600346' '601888']"
2019-06-24,"['600519' '300033' '002035' '002032' '300015' '600436' '002236' '600763'
 '601888' '600201']"
2019-06-25,"['600519' '300033' '002035' '002032' '300015' '600436' '600763' '002236'
 '601888' '600201']"
2019-06-26,"['600519' '002035' '300033' '002032' '300015' '600436' '600763' '002236'
 '601888' '600201']"
2019-06-27,"['600519' '002035' '300033' '002032' '300015' '600436' '002236' '600763'
 '601888' '600346']"
2019-06-28,"['600519' '002035' '300033' '002032' '300015' '600436' '002236' '600763'
 '601888' '600346']"
2019-07-01,"['600519' '002035' '300033' '002032' '300015' '002236' '600436' '600763'
 '601888' '600346']"
2019-07-02,"['600519' '002035' '300033' '002032' '300015' '002236' '600436' '600763'
 '601888' '600346']"
2019-07-03,"['600519' '002035' '300033' '002032' '300015' '002236' '600436' '600763'
 '601888' '600201']"
2019-07-04,"['600519' '002035' '300033' '002032' '300015' '002236' '600436' '600763'
 '600201' '600566']"
2019-07-05,"['600519' '002035' '300033' '002032' '300015' '600436' '002236' '600763'
 '600201' '600566']"
2019-07-08,"['600519' '002035' '300033' '300015' '002032' '600436' '002236' '600763'
 '600566' '600201']"
2019-07-09,"['600519' '002035' '300033' '300015' '002032' '600436' '002236' '600763'
 '600201' '600566']"
2019-07-10,"['600519' '002035' '300033' '300015' '002032' '002236' '600436' '600763'
 '601888' '600566']"
2019-07-11,"['600519' '002035' '300033' '300015' '002032' '002236' '600436' '600763'
 '600566' '601888']"
2019-07-12,"['600519' '002035' '300033' '300015' '002032' '002236' '600436' '600763'
 '600566' '601888']"
2019-07-15,"['600519' '002035' '300033' '300015' '002032' '002236' '600436' '600763'
 '601888' '600566']"
2019-07-16,"['600519' '002035' '300033' '300015' '002032' '002236' '600436' '600763'
 '600566' '601888']"
2019-07-17,"['600519' '002035' '300033' '300015' '002032' '002236' '600436' '600763'
 '600566' '601888']"
2019-07-18,"['600519' '002035' '300033' '300015' '002032' '002236' '600436' '600763'
 '600566' '601888']"
2019-07-19,"['600519' '002035' '300033' '300015' '002032' '002236' '600763' '600436'
 '600566' '601888']"
2019-07-22,"['600519' '002035' '300033' '300015' '002032' '002236' '600763' '600436'
 '601888' '600566']"
2019-07-23,"['600519' '002035' '300033' '300015' '002032' '002236' '600763' '600436'
 '600566' '601888']"
2019-07-24,"['600519' '002035' '300033' '300015' '002032' '002236' '600763' '600436'
 '600566' '601888']"
2019-07-25,"['600519' '002035' '300033' '300015' '002032' '002236' '600436' '600763'
 '601888' '600566']"
2019-07-26,"['600519' '002035' '300033' '300015' '002032' '002236' '600763' '600436'
 '601888' '600566']"
2019-07-29,"['600519' '002035' '300033' '300015' '002032' '002236' '600436' '600763'
 '601888' '600346']"
2019-07-30,"['600519' '002035' '300033' '300015' '002032' '002236' '600436' '600763'
 '601888' '600346']"
2019-07-31,"['600519' '002035' '300033' '300015' '002032' '002236' '600436' '600763'
 '601888' '600346']"
2019-08-01,"['600519' '002035' '300033' '300015' '002032' '002236' '600763' '600436'
 '601888' '600346']"
2019-08-02,"['600519' '002035' '300033' '300015' '002032' '002236' '600763' '600436'
 '601888' '600201']"
2019-08-05,"['600519' '300033' '002035' '300015' '002032' '002236' '600763' '600436'
 '601888' '600201']"
2019-08-06,"['600519' '002035' '300033' '300015' '002032' '002236' '600763' '600436'
 '601888' '600201']"
2019-08-07,"['600519' '002035' '300033' '300015' '002032' '002236' '600763' '600436'
 '601888' '600201']"
2019-08-08,"['600519' '002035' '300033' '300015' '002032' '002236' '600763' '600436'
 '601888' '600346']"
2019-08-09,"['600519' '002035' '300015' '300033' '002032' '600763' '002236' '600436'
 '601888' '600346']"
2019-08-12,"['600519' '002035' '300033' '300015' '002032' '002236' '600763' '600436'
 '600346' '600201']"
2019-08-13,"['600519' '002035' '300015' '300033' '002032' '002236' '600763' '600436'
 '600346' '600201']"
2019-08-14,"['600519' '002035' '300015' '300033' '002032' '002236' '600763' '600436'
 '600346' '601888']"
2019-08-15,"['600519' '002035' '300015' '300033' '002032' '002236' '600763' '600436'
 '600346' '600201']"
2019-08-16,"['600519' '002035' '300015' '300033' '002236' '002032' '600763' '600436'
 '600201' '600346']"
